序号,提交答卷时间,所用时间,来源,来自IP,1、您的年龄：,2、性别：,3、月收入:,4、职业：,5、学历：,6、居住地：,7、您的籍贯是否为湖南地区：,8、您是否线下观看过浏阳烟花,9、您认为传承浏阳烟花重要性：,10、您对浏阳烟花是否感兴趣：,11、您对于浏阳烟花是否了解：,12、您更喜欢哪一类浏阳烟花产品,13、您更喜欢哪种浏阳烟花演出形式,14、您对浏阳烟花的满意程度—造型,14、色彩,14、节奏,14、配乐,14、创意,14、主题,14、观赏环境,14、燃放效果,14、欣赏难度,14、宣传工作,14、价格,14、安全隐患,14、环保指标,15、您主要是通过哪些途径接触和了解到浏阳烟花的？(线下节庆现场观赏),15、(电视烟花晚会/直播),15、(短视频),15、(亲友同事分享),15、(线下/电商购买烟花),15、(新闻媒体报道),15、(文旅宣传/景区推荐),15、(其他（请注明）),15、(从未了解过),16、您认为浏阳烟花与哪些形式结合更利于它的传承与发展(文旅融合（烟花观赏＋景区游览）),16、(节庆赛事（烟花晚会＋特色节庆）),16、(数字传播（短视频＋直播实景）),16、(非遗科普（研学体验+文化讲解）),16、(文创开发（烟花周边＋文创产品）),16、(科技赋能（智能烟花+特效研发）),16、(跨界合作（影视综艺+品牌联名）),16、(其他（自填）),17、请选择符合您实际情况的选项—欣赏浏阳烟花非遗展演是文化素养的体现,17、观看浏阳烟花创意秀会给您带来愉悦体验,17、了解浏阳烟花会让您收获传统文化认知,17、参与浏阳烟花活动能助力其非遗传承与产业发展,18、请选择符合您实际情况的选项—家中长辈参与浏阳烟花非遗活动，会带动您参与,18、亲朋好友推荐浏阳烟花活动，会促使您一同参与,18、媒体对浏阳烟花的宣传，会吸引您关注相关活动,18、明星/博主推广浏阳烟花，会提升您的参与兴趣,19、请选择符合您实际情的选项—您有时间参与浏阳烟花非遗相关活动,19、您能承担浏阳烟花展演门票、文创产品的费用,19、您具备欣赏浏阳烟花非遗艺术特色的审美能力,20、请根据您的实际情况，选择最符合您态度的选项：—您愿意了解浏阳烟花的相关知识,20、您愿意参与免费的浏阳烟花相关活动,20、您愿意参与付费的浏阳烟花相关活动,20、您愿意对浏阳烟花进行宣传,21、在过去一年中，您参与以下浏阳烟花相关活动的频率为—现场观看浏阳烟花节、主题烟花秀或大型烟花无人机表演,21、通过短视频、直播平台观看浏阳烟花相关内容,21、关注与浏阳烟花相关的官方账号、媒体报道或纪录片,21、参观浏阳烟花博物馆、非遗工坊或生产展示基地,21、参与浏阳烟花主题的文旅活动、研学项目或文化节,21、购买或收藏浏阳烟花主题文创产品或纪念品,22、您可以接受一年内在浏阳烟花相关文化活动或产品上的支出为：,23、本题请选D,所用时间_数值
66,2026/2/24 19:35:39,207秒,微信,123.182.59.143(河北-张家口),2,2,3,2,4,2,1,1,4,4,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,3.0,5.0,2.0,5.0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,5,5,4,4,3,4,4,4,4,4,4,4,5,3,3,3,3,3,4,2,4,207
67,2026/2/24 19:36:19,238秒,微信,182.103.209.59(江西-宜春),3,1,4,2,4,2,1,1,4,4,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,5,3,1,1,1,2,3,2,5,4,4,4,4,4,4,4,3,4,4,1,4,238
68,2026/2/24 19:36:52,222秒,微信,117.83.208.212(江苏-苏州),4,1,2,2,1,8,1,1,5,5,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,3,3,3,3,4,3,3,4,5,5,1,3,3,2,3,3,3,3,3,3,2,1,4,222
69,2026/2/24 19:37:09,140秒,微信,119.183.111.210(山东-日照),2,2,2,4,4,2,1,2,2,3,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,3,3,4,3,3,4,1,3,1,1,1,2,1,1,2,2,1,2,4,2,2,2,4,140
70,2026/2/24 19:37:40,195秒,微信,117.62.53.136(江苏-苏州),4,2,4,2,3,9,1,1,2,3,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,3,3,2,4,5,4,5,5,2,2,2,2,2,2,2,3,2,3,3,3,1,2,4,195
71,2026/2/24 19:37:54,204秒,微信,122.239.171.77(浙江-温州),4,1,3,2,3,8,2,2,4,3,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,2,3,4,3,3,3,4,4,5,3,4,2,1,2,1,2,2,2,2,2,4,204
72,2026/2/24 19:38:21,129秒,微信,49.69.195.59(江苏-盐城),2,2,3,2,4,7,1,2,3,2,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,5,3,2,2,2,2,2,2,3,3,3,2,3,1,3,2,1,1,1,5,4,129
74,2026/2/24 19:38:41,155秒,微信,115.203.180.134(浙江-台州),2,2,2,2,2,3,1,1,3,3,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,2,1,4,1,4,4,3,5,3,2,3,1,1,1,1,1,1,2,1,1,2,4,4,155
75,2026/2/24 19:39:00,211秒,微信,125.78.40.98(福建-泉州),2,1,2,2,2,1,2,1,3,3,2.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,3,5,4,3,2,2,1,2,3,3,3,1,1,1,1,4,4,4,3,5,5,5,4,211
76,2026/2/24 19:39:33,138秒,微信,119.112.198.147(辽宁-大连),2,2,4,2,3,5,1,1,2,2,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,2,2,2,1,1,1,1,2,2,1,1,2,2,2,3,4,3,4,4,3,4,4,4,138
77,2026/2/24 19:40:00,155秒,微信,183.7.119.9(广东-汕头),4,1,3,2,3,2,1,2,3,3,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,4,5,4,4,4,4,4,3,4,3,4,4,4,4,5,3,3,3,3,3,2,3,4,155
78,2026/2/24 19:40:15,162秒,微信,49.71.161.229(江苏-泰州),4,1,3,2,2,5,1,1,2,2,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,3,2,4,4,4,5,4,3,4,3,3,3,2,3,3,4,3,3,2,2,2,4,162
79,2026/2/24 19:40:21,147秒,微信,140.250.88.104(山东-威海),2,1,3,2,4,9,1,1,5,5,5.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,4,4,4,4,4,4,3,4,147
80,2026/2/24 19:40:32,161秒,微信,222.189.104.12(江苏-连云港),3,1,3,1,4,2,1,2,4,2,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,3,4,3,5,3,2,3,3,4,4,5,2,2,2,1,2,1,2,2,2,1,2,4,161
81,2026/2/24 19:40:52,129秒,微信,114.231.88.72(江苏-南通),4,2,3,2,3,6,1,2,5,5,4.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,4,4,3,3,3,3,4,3,3,2,1,2,3,2,2,3,3,2,3,3,3,2,4,129
82,2026/2/24 19:41:01,170秒,微信,42.177.48.171(辽宁-辽阳),2,1,3,3,2,6,1,2,3,2,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,5,4,5,5,4,4,4,4,3,3,2,1,1,2,1,5,5,5,5,5,5,2,4,170
83,2026/2/24 19:41:11,218秒,微信,116.208.202.169(湖北-随州),2,1,2,2,3,9,2,1,3,3,3.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,4,4,4,4,3,3,3,4,3,3,3,4,4,3,4,1,2,1,1,1,1,2,4,218
84,2026/2/24 19:41:18,207秒,微信,117.84.168.42(江苏-无锡),4,2,1,2,3,9,1,1,4,4,4.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,5,5,5,5,3,3,4,5,5,5,5,3,3,4,3,3,3,3,4,207
86,2026/2/24 19:42:09,173秒,微信,117.62.53.118(江苏-苏州),2,2,2,2,3,9,2,1,3,3,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,3,3,3,3,4,4,4,4,3,3,3,2,2,2,2,4,4,3,4,3,4,5,4,173
87,2026/2/24 19:42:37,171秒,微信,114.231.172.45(江苏-南通),2,1,2,4,3,1,2,1,3,2,3.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,3,3,4,3,3,3,2,3,1,1,4,3,3,4,3,3,3,3,4,3,3,1,4,171
88,2026/2/24 19:43:08,139秒,微信,27.22.72.221(湖北-襄阳),2,1,2,2,4,9,1,1,5,5,5.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5,5,3,5,3,4,4,3,4,4,3,4,4,5,4,3,3,3,3,3,4,3,4,139
89,2026/2/24 19:43:35,208秒,微信,121.227.40.32(江苏-苏州),4,1,2,2,5,2,2,1,3,3,3.0,3.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,3,3,4,4,4,4,3,4,5,3,5,5,5,3,4,5,4,4,4,4,1,4,208
90,2026/2/24 19:43:59,182秒,微信,118.255.198.65(湖南-郴州),2,1,3,4,2,4,1,1,3,4,4.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,3,2,3,3,4,4,3,3,5,5,5,4,5,3,4,4,4,3,4,2,4,2,4,182
92,2026/2/24 19:44:52,140秒,微信,183.7.131.11(广东-汕头),2,2,3,3,3,2,1,2,3,3,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,3,3,3,2,3,1,3,4,3,3,2,4,5,4,5,4,4,5,4,4,5,5,4,140
93,2026/2/24 19:45:14,195秒,微信,106.110.244.241(江苏-盐城),3,1,2,2,2,9,1,1,5,5,5.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,3,4,3,3,4,2,4,3,4,4,4,5,4,5,5,5,3,5,5,5,5,4,4,195
94,2026/2/24 19:45:42,206秒,微信,115.239.89.20(浙江-嘉兴),2,1,4,2,4,2,2,1,4,4,4.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,2,3,3,4,3,3,4,4,1,3,3,1,3,3,3,3,3,3,3,5,4,206
95,2026/2/24 19:46:06,155秒,微信,122.230.237.77(浙江-湖州),2,1,4,3,4,2,1,2,5,4,5.0,5.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,5,5,4,4,4,3,4,4,4,2,2,1,4,5,5,5,4,5,5,2,4,155
96,2026/2/24 19:46:30,140秒,微信,115.239.126.243(浙江-嘉兴),2,2,4,2,4,2,1,1,5,5,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,3,3,3,3,2,2,2,2,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,140
97,2026/2/24 19:46:54,134秒,微信,119.41.197.97(海南-三亚),4,1,3,2,4,9,1,2,5,4,5.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,5,4,4,5,3,2,4,3,4,4,4,4,4,4,3,3,3,3,5,1,3,3,4,134
99,2026/2/24 19:47:14,168秒,微信,222.77.215.214(福建-莆田),2,1,2,2,3,9,1,2,4,4,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,4,4,4,2,3,3,4,3,4,4,4,4,3,3,1,4,4,4,2,4,4,1,4,168
100,2026/2/24 19:47:40,142秒,微信,116.7.174.226(广东-珠海),2,2,2,2,2,3,1,1,3,3,4.0,4.0,1.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,4,4,3,3,5,4,5,5,4,4,2,4,4,1,2,4,4,4,4,2,4,5,4,142
101,2026/2/24 19:48:03,218秒,微信,119.183.105.133(山东-日照),4,1,2,2,3,2,1,2,2,3,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,4,4,5,4,2,1,3,4,4,2,4,3,4,3,2,3,3,2,4,218
104,2026/2/24 19:48:55,137秒,微信,220.190.4.205(浙江-温州),3,1,2,2,4,2,1,2,3,5,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,4,3,4,4,2,2,2,2,4,5,4,4,4,4,4,4,4,4,4,4,4,1,4,137
105,2026/2/24 19:49:24,179秒,微信,61.137.184.251(辽宁-抚顺),4,1,4,1,3,2,2,2,4,5,4.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,3,3,3,3,5,5,5,5,4,4,5,4,3,5,4,4,4,4,4,4,5,2,4,179
106,2026/2/24 19:49:45,215秒,微信,116.26.38.220(广东-汕头),2,2,2,3,3,2,1,1,3,2,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,3,3,3,3,4,5,4,2,2,2,2,3,3,3,3,3,2,3,3,3,4,3,4,215
107,2026/2/24 19:50:03,212秒,微信,220.190.62.76(浙江-温州),2,2,1,2,3,2,1,2,5,3,5.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,4,4,4,5,5,5,5,2,3,3,4,4,5,4,3,4,4,4,3,4,5,2,4,212
108,2026/2/24 19:50:19,188秒,微信,183.143.35.98(浙江-湖州),3,1,2,2,5,1,1,1,4,4,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,2,5,5,5,5,5,3,3,3,3,2,3,3,5,5,4,4,5,5,1,4,188
109,2026/2/24 19:50:35,143秒,微信,42.58.33.41(辽宁-抚顺),4,1,2,3,4,7,1,1,2,2,2.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,3,4,3,3,2,2,3,1,3,2,3,3,3,3,3,3,4,5,2,3,2,3,4,143
110,2026/2/24 19:51:10,174秒,微信,27.22.73.236(湖北-襄阳),2,1,1,2,2,6,2,2,2,2,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,4,4,4,1,1,2,1,1,1,1,3,3,3,3,3,3,2,4,174
111,2026/2/24 19:51:36,121秒,微信,125.87.83.228(重庆-重庆),3,2,2,2,4,9,2,2,2,2,2.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,4.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,5,5,4,4,5,5,4,5,3,2,3,3,3,3,3,5,5,4,5,5,5,3,4,121
112,2026/2/24 19:51:57,200秒,微信,115.202.55.51(浙江-台州),2,2,1,2,4,3,1,2,3,3,3.0,3.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,5.0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,5,5,5,5,3,2,3,2,5,4,4,5,5,5,5,5,5,5,5,4,5,2,4,200
114,2026/2/24 19:52:56,211秒,微信,113.110.42.176(广东-揭阳),2,1,1,3,4,7,1,1,3,3,2.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,3,3,2,2,3,3,3,5,3,1,3,4,4,3,4,5,5,4,5,5,5,1,4,211
116,2026/2/24 19:53:33,182秒,微信,27.153.196.228(福建-莆田),3,2,3,2,4,3,1,2,4,5,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,4,4,3,4,2,2,2,3,3,2,1,3,3,3,3,3,3,5,4,182
117,2026/2/24 19:53:55,209秒,微信,120.34.132.252(福建-漳州),3,2,3,2,2,6,1,1,5,4,5.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,5,4,5,4,3,2,4,3,4,3,4,3,3,3,3,4,4,4,4,3,5,1,4,209
118,2026/2/24 19:54:20,127秒,微信,180.107.115.110(江苏-苏州),4,1,4,4,3,4,1,1,3,3,4.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,3,3,4,3,2,2,2,2,3,3,3,4,4,4,4,4,4,5,4,4,3,1,4,127
119,2026/2/24 19:54:26,160秒,微信,49.84.136.223(江苏-苏州),1,2,3,1,2,2,1,2,3,3,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,5,5,5,5,5,5,5,5,4,4,4,5,5,3,4,5,2,4,5,5,5,2,4,160
120,2026/2/24 19:55:07,160秒,微信,119.102.153.15(湖北-黄冈),4,2,3,2,4,2,1,1,4,4,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,5,4,3,3,3,3,3,4,4,3,4,4,2,5,5,5,5,5,5,5,4,4,160
122,2026/2/24 19:56:01,193秒,微信,124.230.8.57(湖南-邵阳),2,2,3,2,4,9,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,2,2,2,2,3,3,3,3,2,3,3,1,1,2,1,1,2,3,4,193
123,2026/2/24 19:56:25,129秒,微信,121.230.8.111(江苏-泰州),3,2,3,2,2,4,1,1,5,5,5.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,4,3,4,4,3,3,3,4,3,3,3,4,4,5,3,3,3,3,2,3,2,4,4,129
124,2026/2/24 19:56:52,179秒,微信,113.243.28.163(湖南-郴州),3,1,4,2,4,2,2,2,3,3,3.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,4,3,4,4,3,3,2,4,5,5,5,3,3,3,2,5,5,5,3,5,5,1,4,179
125,2026/2/24 19:57:12,165秒,微信,60.20.192.25(辽宁-大连),3,1,3,2,3,7,1,1,3,3,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,3,4,5,4,1,4,165
126,2026/2/24 19:57:43,224秒,微信,175.155.181.110(四川-泸州),4,1,1,2,4,6,1,2,3,3,3.0,3.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,3,1,2,4,4,4,5,4,3,3,4,4,4,4,4,5,5,5,5,5,3,5,4,224
127,2026/2/24 19:58:13,124秒,微信,122.230.230.209(浙江-湖州),2,2,3,2,2,6,1,1,5,5,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,1.0,5.0,4.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,2,3,4,4,5,3,4,3,4,5,5,5,5,4,4,4,4,4,4,1,4,124
129,2026/2/24 19:58:57,142秒,微信,223.241.59.151(安徽-芜湖),2,1,2,2,4,8,1,2,2,2,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,3,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,4,4,142
130,2026/2/24 19:59:20,167秒,微信,49.71.143.166(江苏-泰州),4,1,1,2,3,2,1,2,3,4,3.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,3,3,2,4,5,4,5,5,3,3,3,4,3,4,4,3,3,3,5,3,3,5,4,167
131,2026/2/24 19:59:42,212秒,微信,125.89.42.113(广东-珠海),3,1,3,2,4,7,1,2,4,3,5.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,4,4,5,4,4,5,4,5,4,2,4,3,3,3,4,4,3,4,5,4,3,1,4,212
132,2026/2/24 20:00:16,139秒,微信,42.202.48.49(辽宁-鞍山),4,2,2,2,2,9,1,1,4,4,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,4,3,4,4,4,4,4,4,4,4,4,1,1,1,1,3,1,3,3,3,3,2,4,139
135,2026/2/24 20:01:25,150秒,微信,180.112.239.42(江苏-无锡),2,1,2,2,4,9,1,2,3,2,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,4,5,4,4,3,3,3,4,3,3,2,2,2,1,2,2,2,2,2,2,2,2,4,150
136,2026/2/24 20:01:46,210秒,微信,118.255.159.48(湖南-郴州),2,2,3,4,3,4,1,1,4,5,4.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,5,4,5,5,2,1,2,1,5,5,3,5,5,5,5,5,5,4,5,5,5,2,4,210
137,2026/2/24 20:02:14,204秒,微信,125.118.254.91(浙江-杭州),3,2,1,1,4,8,2,2,5,5,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,5,3,5,5,5,5,5,4,5,5,4,4,1,4,3,4,4,4,4,5,4,1,4,204
141,2026/2/24 20:03:19,176秒,微信,119.41.207.223(海南-三亚),2,1,1,3,4,6,1,2,3,4,3.0,3.0,2.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,5,5,4,5,3,4,2,3,4,5,4,4,4,4,4,3,3,3,3,3,3,2,4,176
143,2026/2/24 20:03:59,150秒,微信,180.127.190.212(江苏-连云港),2,2,2,1,4,4,1,1,4,5,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,4,4,4,5,5,4,5,5,4,4,4,4,3,4,4,4,4,4,1,5,4,4,4,150
